CardID,RecipeName,EventName,Price,Timestamp
guestID,WOP,Test_3,0,2019-09-22T04:06:21.272Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T04:06:36.183Z
guestID,WOP,Test_3,0,2019-09-22T04:07:02.386Z
guestID,WOP,Test_3,0,2019-09-22T04:07:18.234Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T04:07:21.454Z
guestID,WOP,Test_3,0,2019-09-22T04:07:47.359Z
guestID,WOP,Test_3,0,2019-09-22T04:07:58.717Z
guestID,WOP,Test_3,0,2019-09-22T04:08:31.583Z
guestID,WOP,Test_3,0,2019-09-22T04:09:09.846Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T04:09:37.994Z
guestID,WOP,Test_3,0,2019-09-22T04:10:12.513Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T04:10:51.979Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T04:11:16.132Z
guestID,WOP,Test_3,0,2019-09-22T04:11:53.401Z
guestID,WOP,Test_3,0,2019-09-22T04:12:24.907Z
9113411337,WOP,Test_3,1,2019-09-22T04:12:27.532Z
9113411337,WOP,Test_3,1,2019-09-22T04:12:50.451Z
guestID,WOP,Test_3,0,2019-09-22T04:12:52.019Z
9113411337,WOP,Test_3,1,2019-09-22T04:13:09.471Z
13724721662,Beer,Test_3,1,2019-09-22T04:13:24.701Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T04:13:34.102Z
guestID,WOP,Test_3,0,2019-09-22T04:13:45.821Z
guestID,WOP,Test_3,0,2019-09-22T04:13:58.334Z
guestID,WOP,Test_3,0,2019-09-22T04:14:37.353Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T04:15:23.271Z
guestID,WOP,Test_3,0,2019-09-22T04:16:05.657Z
guestID,WOP,Test_3,0,2019-09-22T04:16:17.994Z
182052395,WOP,Test_3,1,2019-09-22T04:17:21.195Z
9113411337,WOP,Test_3,1,2019-09-22T04:17:36.888Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T04:17:49.309Z
19420718342,Hard Lemonade,Test_3,3,2019-09-22T04:18:42.079Z
guestID,WOP,Test_3,0,2019-09-22T04:19:28.128Z
guestID,WOP,Test_3,0,2019-09-22T04:20:17.662Z
114194195,Hard Lemonade,Test_3,3,2019-09-22T04:22:13.187Z
guestID,WOP,Test_3,0,2019-09-22T04:22:48.438Z
guestID,WOP,Test_3,0,2019-09-22T04:23:41.577Z
guestID,Cranberry Juice,Test_3,1,2019-09-22T04:24:31.092Z
19420718342,Cranberry Juice,Test_3,1,2019-09-22T04:24:47.102Z
guestID,WOP,Test_3,0,2019-09-22T04:26:09.631Z
guestID,WOP,Test_3,0,2019-09-22T04:26:14.511Z
guestID,WOP,Test_3,1,2019-09-22T04:26:39.416Z
guestID,WOP,Test_3,0,2019-09-22T04:27:01.936Z
guestID,WOP,Test_3,0,2019-09-22T04:27:12.320Z
guestID,WOP,Test_3,1,2019-09-22T04:27:24.259Z
guestID,WOP,Test_3,0,2019-09-22T04:27:46.288Z
66362895,Beer,Test_3,1,2019-09-22T04:28:07.416Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T04:28:16.855Z
guestID,Beer,Test_3,1,2019-09-22T04:28:50.260Z
guestID,WOP,Test_3,0,2019-09-22T04:28:54.823Z
guestID,WOP,Test_3,0,2019-09-22T04:28:58.629Z
guestID,WOP,Test_3,0,2019-09-22T04:29:18.580Z
821003395,WOP,Test_3,0,2019-09-22T04:29:28.045Z
981774095,WOP,Test_3,0,2019-09-22T04:29:39.656Z
981774095,Beer,Test_3,1,2019-09-22T04:29:44.149Z
21017817642,WOP,Test_3,0,2019-09-22T04:30:02.268Z
guestID,WOP,Test_3,0,2019-09-22T04:30:22.435Z
guestID,WOP,Test_3,0,2019-09-22T04:30:48.396Z
guestID,WOP,Test_3,0,2019-09-22T04:30:57.333Z
19420718342,Premium Vodka Shot,Test_3,2,2019-09-22T04:31:26.486Z
guestID,WOP,Test_3,0,2019-09-22T04:31:33.659Z
guestID,WOP,Test_3,0,2019-09-22T04:32:03.783Z
guestID,WOP,Test_3,0,2019-09-22T04:32:12.603Z
guestID,WOP,Test_3,0,2019-09-22T04:32:28.098Z
guestID,WOP,Test_3,0,2019-09-22T04:32:49.520Z
guestID,WOP,Test_3,0,2019-09-22T04:32:53.465Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T04:33:12.480Z
guestID,WOP,Test_3,0,2019-09-22T04:33:30.208Z
guestID,WOP,Test_3,0,2019-09-22T04:33:50.310Z
guestID,WOP,Test_3,0,2019-09-22T04:33:58.773Z
guestID,WOP,Test_3,0,2019-09-22T04:34:06.474Z
1307117142,WOP,Test_3,0,2019-09-22T04:34:17.247Z
guestID,WOP,Test_3,0,2019-09-22T04:34:35.447Z
guestID,WOP,Test_3,0,2019-09-22T04:34:39.465Z
1307117142,Cheap Vodka Shot,Test_3,1.5,2019-09-22T04:34:52.903Z
guestID,WOP,Test_3,0,2019-09-22T04:35:10.587Z
guestID,WOP,Test_3,0,2019-09-22T04:35:14.668Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T04:35:32.497Z
guestID,Beer,Test_3,1,2019-09-22T04:36:05.658Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T04:36:29.063Z
guestID,Beer,Test_3,1,2019-09-22T04:36:56.288Z
guestID,WOP,Test_3,0,2019-09-22T04:37:07.178Z
guestID,WOP,Test_3,0,2019-09-22T04:37:07.808Z
guestID,WOP,Test_3,0,2019-09-22T04:37:26.780Z
guestID,WOP,Test_3,0,2019-09-22T04:37:40.875Z
1307117142,Tequila shot,Test_3,1.5,2019-09-22T04:38:02.506Z
guestID,WOP,Test_3,0,2019-09-22T04:38:14.800Z
guestID,WOP,Test_3,0,2019-09-22T04:38:39.778Z
1307117142,WOP,Test_3,1,2019-09-22T04:38:59.779Z
guestID,WOP,Test_3,0,2019-09-22T04:39:01.805Z
guestID,WOP,Test_3,0,2019-09-22T04:39:21.188Z
guestID,WOP,Test_3,0,2019-09-22T04:39:42.096Z
guestID,WOP,Test_3,0,2019-09-22T04:39:44.333Z
guestID,WOP,Test_3,0,2019-09-22T04:40:03.092Z
guestID,WOP,Test_3,0,2019-09-22T04:40:36.823Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T04:40:52.494Z
guestID,WOP,Test_3,0,2019-09-22T04:41:24.263Z
guestID,WOP,Test_3,0,2019-09-22T04:41:46.920Z
guestID,WOP,Test_3,0,2019-09-22T04:42:01.966Z
guestID,WOP,Test_3,0,2019-09-22T04:42:20.749Z
1141182695,WOP,Test_3,0,2019-09-22T04:42:47.490Z
guestID,WOP,Test_3,0,2019-09-22T04:42:47.623Z
guestID,Beer,Test_3,1,2019-09-22T04:43:11.839Z
guestID,WOP,Test_3,0,2019-09-22T04:43:21.418Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T04:43:43.917Z
guestID,WOP,Test_3,0,2019-09-22T04:43:53.077Z
1307117142,WOP,Test_3,1,2019-09-22T04:44:20.042Z
guestID,WOP,Test_3,0,2019-09-22T04:44:43.964Z
1307117142,WOP,Test_3,1,2019-09-22T04:45:27.073Z
guestID,Beer,Test_3,1,2019-09-22T04:45:27.361Z
guestID,WOP,Test_3,0,2019-09-22T04:45:52.302Z
guestID,WOP,Test_3,0,2019-09-22T04:46:07.747Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T04:46:17.376Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T04:46:45.258Z
guestID,Beer,Test_3,1,2019-09-22T04:46:48.567Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T04:47:09.307Z
guestID,Beer,Test_3,1,2019-09-22T04:47:57.195Z
1307117142,Harder Lemonade,Test_3,3.5,2019-09-22T04:48:05.766Z
guestID,Beer,Test_3,1,2019-09-22T04:48:09.712Z
guestID,WOP,Test_3,1,2019-09-22T04:48:39.966Z
guestID,WOP,Test_3,0,2019-09-22T04:49:17.845Z
guestID,WOP,Test_3,0,2019-09-22T04:49:40.619Z
guestID,WOP,Test_3,0,2019-09-22T04:50:11.305Z
guestID,WOP,Test_3,0,2019-09-22T04:50:16.634Z
guestID,WOP,Test_3,1,2019-09-22T04:50:28.077Z
1307117142,WOP,Test_3,1,2019-09-22T04:50:52.300Z
guestID,WOP,Test_3,0,2019-09-22T04:51:03.767Z
guestID,WOP,Test_3,0,2019-09-22T04:51:21.110Z
guestID,WOP,Test_3,0,2019-09-22T04:51:42.400Z
1307117142,Tequila shot,Test_3,1.5,2019-09-22T04:52:10.249Z
guestID,WOP,Test_3,0,2019-09-22T04:52:13.288Z
1307117142,WOP,Test_3,1,2019-09-22T04:52:35.219Z
2261224342,WOP,Test_3,0,2019-09-22T04:53:19.528Z
guestID,WOP,Test_3,0,2019-09-22T04:53:44.366Z
194154342,Beer,Test_3,1,2019-09-22T04:53:52.772Z
guestID,WOP,Test_3,0,2019-09-22T04:54:16.812Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T04:54:26.669Z
1307117142,WOP,Test_3,1,2019-09-22T04:54:54.011Z
178164295,WOP,Test_3,0,2019-09-22T04:55:25.324Z
guestID,WOP,Test_3,0,2019-09-22T04:55:51.646Z
guestID,WOP,Test_3,0,2019-09-22T04:56:17.217Z
guestID,WOP,Test_3,0,2019-09-22T04:56:18.647Z
guestID,WOP,Test_3,0,2019-09-22T04:56:26.462Z
guestID,WOP,Test_3,0,2019-09-22T04:56:42.310Z
2332721762,WOP,Test_3,0,2019-09-22T04:57:16.746Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T04:57:52.385Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T04:58:24.193Z
guestID,Rum shot,Test_3,1.5,2019-09-22T04:59:05.482Z
1307117142,WOP,Test_3,1,2019-09-22T04:59:32.771Z
guestID,WOP,Test_3,0,2019-09-22T04:59:40.047Z
guestID,WOP,Test_3,0,2019-09-22T05:00:01.766Z
182052395,Tequila shot,Test_3,1.5,2019-09-22T05:00:04.924Z
guestID,WOP,Test_3,0,2019-09-22T05:00:30.537Z
1307117142,Tequila shot,Test_3,1.5,2019-09-22T05:00:42.443Z
66362895,WOP,Test_3,0,2019-09-22T05:00:57.765Z
1307117142,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:01:03.115Z
guestID,WOP,Test_3,0,2019-09-22T05:01:55.898Z
1307117142,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:01:56.381Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:02:09.610Z
guestID,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:02:39.002Z
194154342,WOP,Test_3,0,2019-09-22T05:03:13.547Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:03:15.714Z
2261224342,WOP,Test_3,0,2019-09-22T05:03:41.594Z
182052395,Beer,Test_3,1,2019-09-22T05:04:09.733Z
guestID,WOP,Test_3,0,2019-09-22T05:04:19.271Z
guestID,WOP,Test_3,0,2019-09-22T05:04:59.080Z
guestID,WOP,Test_3,0,2019-09-22T05:05:04.123Z
2332721762,WOP,Test_3,0,2019-09-22T05:05:29.918Z
821523395,WOP,Test_3,0,2019-09-22T05:05:34.276Z
178164295,WOP,Test_3,0,2019-09-22T05:05:58.884Z
guestID,WOP,Test_3,0,2019-09-22T05:06:29.094Z
guestID,WOP,Test_3,0,2019-09-22T05:06:34.948Z
guestID,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:06:47.675Z
1307117142,WOP,Test_3,1,2019-09-22T05:07:10.993Z
guestID,WOP,Test_3,0,2019-09-22T05:07:37.005Z
guestID,Beer,Test_3,1,2019-09-22T05:07:55.823Z
guestID,WOP,Test_3,0,2019-09-22T05:08:04.043Z
guestID,WOP,Test_3,0,2019-09-22T05:08:27.560Z
1307117142,WOP,Test_3,1,2019-09-22T05:09:01.681Z
1307117142,Harder Lemonade,Test_3,3.5,2019-09-22T05:09:26.902Z
guestID,Beer,Test_3,1,2019-09-22T05:10:00.736Z
guestID,WOP,Test_3,0,2019-09-22T05:10:05.429Z
guestID,Beer,Test_3,1,2019-09-22T05:10:28.115Z
guestID,WOP,Test_3,0,2019-09-22T05:10:57.358Z
guestID,Beer,Test_3,1,2019-09-22T05:10:58.488Z
guestID,Beer,Test_3,1,2019-09-22T05:11:15.239Z
guestID,WOP,Test_3,1,2019-09-22T05:11:27.826Z
guestID,Beer,Test_3,1,2019-09-22T05:11:30.072Z
guestID,Beer,Test_3,1,2019-09-22T05:11:39.282Z
guestID,Beer,Test_3,1,2019-09-22T05:11:50.557Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:12:25.869Z
guestID,WOP,Test_3,0,2019-09-22T05:12:40.215Z
guestID,Beer,Test_3,1,2019-09-22T05:12:40.366Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:13:09.618Z
guestID,WOP,Test_3,0,2019-09-22T05:13:38.427Z
1307117142,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:13:49.316Z
1141182695,WOP,Test_3,0,2019-09-22T05:14:10.901Z
guestID,WOP,Test_3,0,2019-09-22T05:14:38.025Z
guestID,WOP,Test_3,0,2019-09-22T05:15:07.312Z
guestID,WOP,Test_3,0,2019-09-22T05:15:33.851Z
1307117142,Harder Lemonade,Test_3,3.5,2019-09-22T05:15:58.037Z
1307117142,WOP,Test_3,1,2019-09-22T05:16:23.755Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T05:17:29.557Z
guestID,WOP,Test_3,0,2019-09-22T05:18:38.648Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:19:10.261Z
guestID,WOP,Test_3,0,2019-09-22T05:20:07.694Z
guestID,WOP,Test_3,0,2019-09-22T05:20:51.308Z
guestID,WOP,Test_3,0,2019-09-22T05:21:17.396Z
guestID,WOP,Test_3,0,2019-09-22T05:21:50.779Z
guestID,WOP,Test_3,0,2019-09-22T05:22:11.132Z
guestID,WOP,Test_3,0,2019-09-22T05:22:51.260Z
guestID,WOP,Test_3,0,2019-09-22T05:23:15.785Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:24:10.130Z
21017817642,WOP,Test_3,0,2019-09-22T05:24:40.161Z
guestID,WOP,Test_3,0,2019-09-22T05:25:15.354Z
guestID,WOP,Test_3,0,2019-09-22T05:25:43.180Z
guestID,WOP,Test_3,0,2019-09-22T05:26:04.261Z
guestID,WOP,Test_3,0,2019-09-22T05:26:12.851Z
guestID,WOP,Test_3,0,2019-09-22T05:26:24.219Z
guestID,WOP,Test_3,1,2019-09-22T05:26:46.679Z
guestID,Beer,Test_3,1,2019-09-22T05:26:59.082Z
guestID,Beer,Test_3,1,2019-09-22T05:27:22.011Z
guestID,WOP,Test_3,0,2019-09-22T05:27:28.921Z
821523395,WOP,Test_3,0,2019-09-22T05:28:00.514Z
guestID,WOP,Test_3,1,2019-09-22T05:28:28.071Z
1307117142,WOP,Test_3,1,2019-09-22T05:29:26.598Z
guestID,Beer,Test_3,1,2019-09-22T05:29:59.440Z
1307117142,WOP,Test_3,1,2019-09-22T05:30:04.138Z
guestID,WOP,Test_3,0,2019-09-22T05:30:30.857Z
guestID,WOP,Test_3,1,2019-09-22T05:30:52.744Z
guestID,WOP,Test_3,0,2019-09-22T05:31:24.090Z
guestID,Beer,Test_3,1,2019-09-22T05:31:39.655Z
guestID,WOP,Test_3,0,2019-09-22T05:31:47.788Z
guestID,Beer,Test_3,1,2019-09-22T05:31:56.816Z
1307117142,WOP,Test_3,1,2019-09-22T05:32:16.706Z
guestID,WOP,Test_3,0,2019-09-22T05:32:40.606Z
guestID,Beer,Test_3,1,2019-09-22T05:33:04.035Z
guestID,WOP,Test_3,0,2019-09-22T05:33:04.935Z
guestID,Beer,Test_3,1,2019-09-22T05:33:30.200Z
guestID,WOP,Test_3,0,2019-09-22T05:34:01.471Z
guestID,WOP,Test_3,0,2019-09-22T05:34:58.487Z
guestID,WOP,Test_3,0,2019-09-22T05:35:38.748Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:36:48.646Z
guestID,Beer,Test_3,1,2019-09-22T05:37:06.061Z
1307117142,WOP,Test_3,1,2019-09-22T05:37:06.856Z
guestID,WOP,Test_3,0,2019-09-22T05:37:19.525Z
guestID,WOP,Test_3,0,2019-09-22T05:37:56.441Z
194154342,WOP,Test_3,0,2019-09-22T05:38:09.960Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T05:38:30.530Z
guestID,WOP,Test_3,1,2019-09-22T05:38:44.813Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T05:38:55.041Z
guestID,WOP,Test_3,0,2019-09-22T05:39:28.783Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T05:40:34.436Z
guestID,Beer,Test_3,1,2019-09-22T05:41:00.887Z
24221122994,Tequila shot,Test_3,1.5,2019-09-22T05:41:14.341Z
1307117142,Cranberry Juice,Test_3,1,2019-09-22T05:41:52.489Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:42:25.921Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T05:43:18.423Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:44:25.428Z
guestID,WOP,Test_3,0,2019-09-22T05:44:41.336Z
guestID,WOP,Test_3,0,2019-09-22T05:45:08.240Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T05:45:55.634Z
1307117142,WOP,Test_3,1,2019-09-22T05:46:43.466Z
1307117142,WOP,Test_3,1,2019-09-22T05:47:17.055Z
1307117142,WOP,Test_3,1,2019-09-22T05:47:45.111Z
guestID,WOP,Test_3,0,2019-09-22T05:48:11.240Z
1307117142,Rum shot,Test_3,1.5,2019-09-22T05:48:51.994Z
guestID,Rum shot,Test_3,1.5,2019-09-22T05:49:15.017Z
guestID,WOP,Test_3,0,2019-09-22T05:49:29.270Z
guestID,WOP,Test_3,0,2019-09-22T05:49:37.910Z
guestID,WOP,Test_3,0,2019-09-22T05:49:56.578Z
guestID,WOP,Test_3,0,2019-09-22T05:50:28.539Z
guestID,WOP,Test_3,0,2019-09-22T05:50:52.764Z
guestID,Beer,Test_3,1,2019-09-22T05:50:59.787Z
guestID,Cheap Vodka Shot,Test_3,1.5,2019-09-22T05:51:01.265Z
guestID,WOP,Test_3,0,2019-09-22T05:51:22.593Z
guestID,WOP,Test_3,0,2019-09-22T05:51:58.400Z
guestID,WOP,Test_3,0,2019-09-22T05:52:14.636Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:52:36.077Z
guestID,WOP,Test_3,0,2019-09-22T05:52:47.736Z
guestID,WOP,Test_3,0,2019-09-22T05:53:22.455Z
guestID,WOP,Test_3,0,2019-09-22T05:53:44.393Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:54:01.558Z
guestID,WOP,Test_3,0,2019-09-22T05:54:27.886Z
guestID,WOP,Test_3,0,2019-09-22T05:54:41.879Z
guestID,WOP,Test_3,0,2019-09-22T05:55:14.842Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T05:56:29.979Z
guestID,WOP,Test_3,1,2019-09-22T05:56:46.676Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T05:57:20.382Z
821523395,WOP,Test_3,0,2019-09-22T05:57:27.566Z
guestID,WOP,Test_3,0,2019-09-22T05:57:43.244Z
guestID,WOP,Test_3,0,2019-09-22T05:58:03.100Z
1307117142,WOP,Test_3,1,2019-09-22T05:58:41.727Z
guestID,WOP,Test_3,0,2019-09-22T05:59:10.380Z
20133293,WOP,Test_3,0,2019-09-22T06:01:08.629Z
1307117142,Tequila shot,Test_3,1.5,2019-09-22T06:01:49.625Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T06:02:28.737Z
1141182695,Rum shot,Test_3,1.5,2019-09-22T06:02:56.004Z
guestID,WOP,Test_3,0,2019-09-22T06:03:20.882Z
guestID,WOP,Test_3,0,2019-09-22T06:03:55.465Z
guestID,WOP,Test_3,0,2019-09-22T06:04:27.971Z
821523395,Beer,Test_3,1,2019-09-22T06:04:39.991Z
1307117142,WOP,Test_3,1,2019-09-22T06:04:44.204Z
guestID,WOP,Test_3,0,2019-09-22T06:05:03.939Z
guestID,WOP,Test_3,0,2019-09-22T06:05:32.945Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T06:06:03.614Z
1307117142,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T06:06:18.346Z
guestID,WOP,Test_3,0,2019-09-22T06:06:54.112Z
guestID,WOP,Test_3,0,2019-09-22T06:08:59.768Z
1307117142,Cheap Vodka Shot,Test_3,1.5,2019-09-22T06:10:46.586Z
guestID,WOP,Test_3,0,2019-09-22T06:10:59.544Z
guestID,WOP,Test_3,1,2019-09-22T06:11:19.706Z
guestID,WOP,Test_3,0,2019-09-22T06:11:34.525Z
guestID,WOP,Test_3,0,2019-09-22T06:11:47.656Z
1307117142,WOP,Test_3,1,2019-09-22T06:11:53.863Z
guestID,WOP,Test_3,0,2019-09-22T06:12:25.337Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T06:13:10.526Z
1141182695,WOP,Test_3,0,2019-09-22T06:13:33.690Z
137474563,WOP,Test_3,0,2019-09-22T06:14:05.414Z
194154342,WOP,Test_3,0,2019-09-22T06:14:19.643Z
guestID,WOP,Test_3,1,2019-09-22T06:14:40.031Z
1307117142,Cranberry Juice,Test_3,1,2019-09-22T06:16:24.057Z
1307117142,Cranberry Juice,Test_3,1,2019-09-22T06:16:43.355Z
1307117142,Cranberry Juice,Test_3,1,2019-09-22T06:17:04.635Z
1307117142,Hard Lemonade,Test_3,3,2019-09-22T06:18:10.513Z
guestID,WOP,Test_3,1,2019-09-22T06:20:44.951Z
guestID,WOP,Test_3,0,2019-09-22T06:23:11.779Z
guestID,WOP,Test_3,0,2019-09-22T06:23:19.674Z
guestID,WOP,Test_3,0,2019-09-22T06:23:29.051Z
guestID,WOP,Test_3,0,2019-09-22T06:23:38.505Z
8214014941,Premium Vodka Shot,Test_3,2,2019-09-22T06:24:10.765Z
guestID,WOP,Test_3,0,2019-09-22T06:24:45.246Z
guestID,Beer,Test_3,1,2019-09-22T06:25:06.765Z
1141182695,WOP,Test_3,0,2019-09-22T06:25:13.226Z
1307117142,WOP,Test_3,1,2019-09-22T06:26:01.305Z
guestID,WOP,Test_3,0,2019-09-22T06:27:21.568Z
1307117142,Cranberry Juice,Test_3,1,2019-09-22T06:28:05.692Z
guestID,WOP,Test_3,0,2019-09-22T06:28:41.339Z
guestID,WOP,Test_3,1,2019-09-22T06:29:19.031Z
1307117142,WOP,Test_3,1,2019-09-22T06:29:56.550Z
guestID,WOP,Test_3,1,2019-09-22T06:30:32.633Z
guestID,Tequila shot,Test_3,1.5,2019-09-22T06:34:13.531Z
24221122994,WOP,Test_3,0,2019-09-22T06:36:37.204Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T06:37:05.346Z
1307117142,Premium Vodka Shot,Test_3,2,2019-09-22T06:37:30.325Z
guestID,WOP,Test_3,1,2019-09-22T06:37:59.353Z
guestID,WOP,Test_3,0,2019-09-22T06:38:41.666Z
guestID,WOP,Test_3,0,2019-09-22T06:41:27.085Z
1307117142,WOP,Test_3,1,2019-09-22T06:42:48.422Z
1307117142,WOP,Test_3,1,2019-09-22T06:43:42.278Z
1307117142,WOP,Test_3,1,2019-09-22T06:45:09.714Z
8215321894,Beer,Test_3,1,2019-09-22T06:49:43.685Z
182052395,Beer,Test_3,1,2019-09-22T06:50:22.078Z
182052395,Beer,Test_3,1,2019-09-22T06:50:23.638Z
8215321894,Beer,Test_3,1,2019-09-22T06:51:26.951Z
19421422394,Mango Sunrise,Breezy Game day,2,2019-09-28T23:09:13.533Z
19421422394,Lemonade,Breezy Game day,1,2019-09-28T23:12:02.805Z
20133293,Water,Breezy Game day,0,2019-09-29T01:43:50.809Z
20133293,Water,Breezy Game day,0,2019-09-29T01:48:23.653Z
194154342,Long Island Iced Tea,Breezy Game day,3,2019-09-29T03:33:42.231Z
4112921562,Long Island Iced Tea,Breezy Game day,3,2019-09-29T04:02:39.913Z
4112921562,Long Island Iced Tea,Breezy Game day,3,2019-09-29T04:03:11.479Z
194154342,Mango Sunrise,Breezy Game day,2,2019-09-29T04:17:40.915Z
4112921562,Long Island Iced Tea,Breezy Game day,3,2019-09-29T04:48:34.337Z
194154342,Blackout cup,Breezy Game day,4.5,2019-09-29T04:49:19.042Z
194154342,Hard Lemonade,Breezy Game day,2,2019-09-29T04:50:00.445Z
guestID,WOP,Zion,0,2019-10-19T02:47:30.284Z
guestID,WOP,Zion,0,2019-10-19T02:48:38.695Z
guestID,WOP,Zion,0,2019-10-19T02:48:53.059Z
guestID,WOP,Zion,0,2019-10-19T02:49:08.437Z
guestID,WOP,Zion,0,2019-10-19T02:49:23.751Z
guestID,WOP,Zion,0,2019-10-19T02:49:58.587Z
guestID,WOP,Zion,0,2019-10-19T02:50:14.454Z
guestID,WOP,Zion,0,2019-10-19T02:50:32.687Z
guestID,WOP,Zion,0,2019-10-19T02:50:50.486Z
guestID,WOP,Zion,0,2019-10-19T02:51:03.514Z
guestID,WOP,Zion,0,2019-10-19T02:51:57.356Z
guestID,WOP,Zion,0,2019-10-19T02:52:18.700Z
guestID,WOP,Zion,0,2019-10-19T02:52:30.838Z
guestID,WOP,Zion,0,2019-10-19T02:53:01.853Z
guestID,WOP,Zion,0,2019-10-19T02:53:19.883Z
guestID,WOP,Zion,0,2019-10-19T02:53:36.997Z
guestID,Beer,Zion,1,2019-10-19T02:53:51.672Z
guestID,Beer,Zion,1,2019-10-19T02:54:05.728Z
guestID,Beer,Zion,1,2019-10-19T02:54:21.403Z
guestID,WOP,Zion,0,2019-10-19T02:54:42.574Z
guestID,WOP,Zion,0,2019-10-19T02:55:00.564Z
guestID,WOP,Zion,0,2019-10-19T02:55:23.606Z
guestID,WOP,Zion,0,2019-10-19T02:55:41.658Z
guestID,WOP,Zion,0,2019-10-19T02:55:56.143Z
guestID,WOP,Zion,0,2019-10-19T02:56:11.459Z
guestID,WOP,Zion,0,2019-10-19T02:56:23.928Z
guestID,WOP,Zion,0,2019-10-19T02:56:43.247Z
guestID,WOP,Zion,0,2019-10-19T02:57:00.214Z
194154342,Beer,Zion,1,2019-10-19T02:57:38.506Z
guestID,Beer,Zion,1,2019-10-19T02:59:08.477Z
guestID,WOP,Zion,0,2019-10-19T02:59:27.922Z
guestID,WOP,Zion,0,2019-10-19T03:01:51.757Z
guestID,WOP,Zion,1,2019-10-19T03:02:07.831Z
guestID,WOP,Zion,0,2019-10-19T03:03:28.049Z
guestID,Beer,Zion,1,2019-10-19T03:04:36.712Z
guestID,Beer,Zion,1,2019-10-19T03:05:03.285Z
guestID,Beer,Zion,1,2019-10-19T03:05:43.939Z
guestID,Beer,Zion,1,2019-10-19T03:05:59.251Z
guestID,Beer,Zion,1,2019-10-19T03:06:18.519Z
guestID,WOP,Zion,0,2019-10-19T03:06:32.974Z
guestID,Beer,Zion,1,2019-10-19T03:07:34.722Z
guestID,Beer,Zion,1,2019-10-19T03:09:38.481Z
guestID,WOP,Zion,0,2019-10-19T03:09:55.175Z
guestID,WOP,Zion,1,2019-10-19T03:10:09.234Z
guestID,Beer,Zion,1,2019-10-19T03:10:27.447Z
guestID,Beer,Zion,1,2019-10-19T03:10:44.829Z
guestID,WOP,Zion,0,2019-10-19T03:11:41.656Z
guestID,WOP,Zion,0,2019-10-19T03:12:14.518Z
guestID,WOP,Zion,0,2019-10-19T03:12:39.189Z
guestID,WOP,Zion,0,2019-10-19T03:12:52.787Z
guestID,WOP,Zion,0,2019-10-19T03:13:12.856Z
